,Date,Year,Month,Mth,Zone,Temp
623,1931-05-01,1931,5,May,SH,-0.22
624,1932-05-01,1932,5,May,SH,-0.24
625,1933-05-01,1933,5,May,SH,-0.31
626,1934-05-01,1934,5,May,SH,-0.27
627,1935-05-01,1935,5,May,SH,-0.28
628,1936-05-01,1936,5,May,SH,-0.3
629,1937-05-01,1937,5,May,SH,-0.22
630,1938-05-01,1938,5,May,SH,-0.22
631,1939-05-01,1939,5,May,SH,-0.1
632,1940-05-01,1940,5,May,SH,0.07
633,1941-05-01,1941,5,May,SH,0.14
634,1942-05-01,1942,5,May,SH,0.06
635,1943-05-01,1943,5,May,SH,-0.1
636,1944-05-01,1944,5,May,SH,0.15
637,1945-05-01,1945,5,May,SH,0.05
638,1946-05-01,1946,5,May,SH,-0.16
639,1947-05-01,1947,5,May,SH,-0.09
640,1948-05-01,1948,5,May,SH,-0.17
641,1949-05-01,1949,5,May,SH,-0.2
642,1950-05-01,1950,5,May,SH,-0.18
643,1951-05-01,1951,5,May,SH,-0.18
644,1952-05-01,1952,5,May,SH,-0.19
645,1953-05-01,1953,5,May,SH,-0.01
646,1954-05-01,1954,5,May,SH,-0.33
647,1955-05-01,1955,5,May,SH,-0.29
648,1956-05-01,1956,5,May,SH,-0.29
649,1957-05-01,1957,5,May,SH,0.23
650,1958-05-01,1958,5,May,SH,0.0
651,1959-05-01,1959,5,May,SH,0.05
652,1960-05-01,1960,5,May,SH,-0.19
653,1961-05-01,1961,5,May,SH,0.17
654,1962-05-01,1962,5,May,SH,-0.15
655,1963-05-01,1963,5,May,SH,-0.07
656,1964-05-01,1964,5,May,SH,-0.39
657,1965-05-01,1965,5,May,SH,-0.1
658,1966-05-01,1966,5,May,SH,-0.19
659,1967-05-01,1967,5,May,SH,0.04
660,1968-05-01,1968,5,May,SH,-0.23
661,1969-05-01,1969,5,May,SH,0.26
662,1970-05-01,1970,5,May,SH,-0.06
663,1971-05-01,1971,5,May,SH,0.01
664,1972-05-01,1972,5,May,SH,0.09
665,1973-05-01,1973,5,May,SH,0.36
666,1974-05-01,1974,5,May,SH,0.11
667,1975-05-01,1975,5,May,SH,0.32
668,1976-05-01,1976,5,May,SH,-0.16
669,1977-05-01,1977,5,May,SH,0.42
670,1978-05-01,1978,5,May,SH,0.24
671,1979-05-01,1979,5,May,SH,0.07
672,1980-05-01,1980,5,May,SH,0.45
673,1981-05-01,1981,5,May,SH,0.31
674,1982-05-01,1982,5,May,SH,0.27
675,1983-05-01,1983,5,May,SH,0.62
676,1984-05-01,1984,5,May,SH,0.42
677,1985-05-01,1985,5,May,SH,0.2
678,1986-05-01,1986,5,May,SH,0.24
679,1987-05-01,1987,5,May,SH,0.29
680,1988-05-01,1988,5,May,SH,0.45
681,1989-05-01,1989,5,May,SH,0.12
682,1990-05-01,1990,5,May,SH,0.41
683,1991-05-01,1991,5,May,SH,0.36
684,1992-05-01,1992,5,May,SH,0.44
685,1993-05-01,1993,5,May,SH,0.25
686,1994-05-01,1994,5,May,SH,0.17
687,1995-05-01,1995,5,May,SH,0.14
688,1996-05-01,1996,5,May,SH,0.2
689,1997-05-01,1997,5,May,SH,0.26
690,1998-05-01,1998,5,May,SH,0.7
691,1999-05-01,1999,5,May,SH,0.16
692,2000-05-01,2000,5,May,SH,0.17
693,2001-05-01,2001,5,May,SH,0.46
694,2002-05-01,2002,5,May,SH,0.77
695,2003-05-01,2003,5,May,SH,0.5
696,2004-05-01,2004,5,May,SH,0.22
697,2005-05-01,2005,5,May,SH,0.49
698,2006-05-01,2006,5,May,SH,0.2
699,2007-05-01,2007,5,May,SH,0.65
700,2008-05-01,2008,5,May,SH,0.38
701,2009-05-01,2009,5,May,SH,0.64
702,2010-05-01,2010,5,May,SH,0.58
703,2011-05-01,2011,5,May,SH,0.4
704,2012-05-01,2012,5,May,SH,0.59
705,2013-05-01,2013,5,May,SH,0.44
706,2014-05-01,2014,5,May,SH,0.82
707,2015-05-01,2015,5,May,SH,0.56
708,2016-05-01,2016,5,May,SH,0.79
709,2017-05-01,2017,5,May,SH,0.9
710,2018-05-01,2018,5,May,SH,0.64
711,2019-05-01,2019,5,May,SH,0.72
712,2020-05-01,2020,5,May,SH,0.76
713,2021-05-01,2021,5,May,SH,0.53
714,2022-05-01,2022,5,May,SH,0.67
715,1880-06-01,1880,6,Jun,SH,-0.24
716,1881-06-01,1881,6,Jun,SH,-0.05
717,1882-06-01,1882,6,Jun,SH,-0.15
718,1883-06-01,1883,6,Jun,SH,-0.02
719,1884-06-01,1884,6,Jun,SH,-0.29
720,1885-06-01,1885,6,Jun,SH,-0.42
721,1886-06-01,1886,6,Jun,SH,-0.31
722,1887-06-01,1887,6,Jun,SH,-0.27
723,1888-06-01,1888,6,Jun,SH,-0.31
724,1889-06-01,1889,6,Jun,SH,-0.13
725,1890-06-01,1890,6,Jun,SH,-0.32
726,1891-06-01,1891,6,Jun,SH,-0.28
727,1892-06-01,1892,6,Jun,SH,-0.38
728,1893-06-01,1893,6,Jun,SH,-0.32
729,1894-06-01,1894,6,Jun,SH,-0.4
730,1895-06-01,1895,6,Jun,SH,-0.21
731,1896-06-01,1896,6,Jun,SH,-0.28
732,1897-06-01,1897,6,Jun,SH,-0.16
733,1898-06-01,1898,6,Jun,SH,-0.29
734,1899-06-01,1899,6,Jun,SH,-0.27
735,1900-06-01,1900,6,Jun,SH,-0.09
736,1901-06-01,1901,6,Jun,SH,-0.24
737,1902-06-01,1902,6,Jun,SH,-0.22
738,1903-06-01,1903,6,Jun,SH,-0.39
739,1904-06-01,1904,6,Jun,SH,-0.48
740,1905-06-01,1905,6,Jun,SH,-0.27
741,1906-06-01,1906,6,Jun,SH,-0.26
742,1907-06-01,1907,6,Jun,SH,-0.32
743,1908-06-01,1908,6,Jun,SH,-0.46
744,1909-06-01,1909,6,Jun,SH,-0.51
745,1910-06-01,1910,6,Jun,SH,-0.32
746,1911-06-01,1911,6,Jun,SH,-0.66
747,1912-06-01,1912,6,Jun,SH,-0.31
748,1913-06-01,1913,6,Jun,SH,-0.39
749,1914-06-01,1914,6,Jun,SH,-0.27
750,1915-06-01,1915,6,Jun,SH,-0.29
751,1916-06-01,1916,6,Jun,SH,-0.48
752,1917-06-01,1917,6,Jun,SH,-0.38
753,1918-06-01,1918,6,Jun,SH,-0.27
754,1919-06-01,1919,6,Jun,SH,-0.32
755,1920-06-01,1920,6,Jun,SH,-0.44
756,1921-06-01,1921,6,Jun,SH,-0.38
757,1922-06-01,1922,6,Jun,SH,-0.45
758,1923-06-01,1923,6,Jun,SH,-0.34
759,1924-06-01,1924,6,Jun,SH,-0.32
760,1925-06-01,1925,6,Jun,SH,-0.38
761,1926-06-01,1926,6,Jun,SH,-0.29
762,1927-06-01,1927,6,Jun,SH,-0.4
763,1928-06-01,1928,6,Jun,SH,-0.44
764,1929-06-01,1929,6,Jun,SH,-0.47
765,1930-06-01,1930,6,Jun,SH,-0.31
766,1931-06-01,1931,6,Jun,SH,-0.29
767,1932-06-01,1932,6,Jun,SH,-0.41
768,1933-06-01,1933,6,Jun,SH,-0.36
769,1934-06-01,1934,6,Jun,SH,-0.27
770,1935-06-01,1935,6,Jun,SH,-0.38
771,1936-06-01,1936,6,Jun,SH,-0.47
772,1937-06-01,1937,6,Jun,SH,-0.23
773,1938-06-01,1938,6,Jun,SH,-0.28
774,1939-06-01,1939,6,Jun,SH,-0.13
775,1940-06-01,1940,6,Jun,SH,0.07
776,1941-06-01,1941,6,Jun,SH,0.08
777,1942-06-01,1942,6,Jun,SH,0.0
778,1943-06-01,1943,6,Jun,SH,-0.04
779,1944-06-01,1944,6,Jun,SH,0.17
780,1945-06-01,1945,6,Jun,SH,-0.05
781,1946-06-01,1946,6,Jun,SH,-0.37
782,1947-06-01,1947,6,Jun,SH,-0.03
783,1948-06-01,1948,6,Jun,SH,-0.15
784,1949-06-01,1949,6,Jun,SH,-0.34
785,1950-06-01,1950,6,Jun,SH,-0.06
786,1951-06-01,1951,6,Jun,SH,-0.11
787,1952-06-01,1952,6,Jun,SH,-0.22
788,1953-06-01,1953,6,Jun,SH,-0.01
789,1954-06-01,1954,6,Jun,SH,-0.34
790,1955-06-01,1955,6,Jun,SH,-0.19
791,1956-06-01,1956,6,Jun,SH,-0.13
792,1957-06-01,1957,6,Jun,SH,0.19
793,1958-06-01,1958,6,Jun,SH,-0.2
794,1959-06-01,1959,6,Jun,SH,-0.08
795,1960-06-01,1960,6,Jun,SH,-0.26
796,1961-06-01,1961,6,Jun,SH,0.05
797,1962-06-01,1962,6,Jun,SH,0.19
798,1963-06-01,1963,6,Jun,SH,0.13
799,1964-06-01,1964,6,Jun,SH,0.01
800,1965-06-01,1965,6,Jun,SH,0.04
801,1966-06-01,1966,6,Jun,SH,-0.04
802,1967-06-01,1967,6,Jun,SH,-0.1
803,1968-06-01,1968,6,Jun,SH,-0.14
804,1969-06-01,1969,6,Jun,SH,0.11
805,1970-06-01,1970,6,Jun,SH,-0.06
806,1971-06-01,1971,6,Jun,SH,-0.2
807,1972-06-01,1972,6,Jun,SH,0.18
808,1973-06-01,1973,6,Jun,SH,0.22
809,1974-06-01,1974,6,Jun,SH,0.08
810,1975-06-01,1975,6,Jun,SH,0.05
811,1976-06-01,1976,6,Jun,SH,-0.05
812,1977-06-01,1977,6,Jun,SH,0.31
813,1978-06-01,1978,6,Jun,SH,0.11
814,1979-06-01,1979,6,Jun,SH,0.2
815,1980-06-01,1980,6,Jun,SH,0.23
816,1981-06-01,1981,6,Jun,SH,0.3
817,1982-06-01,1982,6,Jun,SH,0.11
818,1983-06-01,1983,6,Jun,SH,0.35
819,1984-06-01,1984,6,Jun,SH,-0.03
820,1985-06-01,1985,6,Jun,SH,0.29
821,1986-06-01,1986,6,Jun,SH,0.11
822,1987-06-01,1987,6,Jun,SH,0.53
823,1988-06-01,1988,6,Jun,SH,0.4
824,1989-06-01,1989,6,Jun,SH,0.1
825,1990-06-01,1990,6,Jun,SH,0.28
826,1991-06-01,1991,6,Jun,SH,0.59
827,1992-06-01,1992,6,Jun,SH,0.47
828,1993-06-01,1993,6,Jun,SH,0.24
829,1994-06-01,1994,6,Jun,SH,0.45
830,1995-06-01,1995,6,Jun,SH,0.37
831,1996-06-01,1996,6,Jun,SH,0.26
832,1997-06-01,1997,6,Jun,SH,0.6
833,1998-06-01,1998,6,Jun,SH,0.82
834,1999-06-01,1999,6,Jun,SH,0.37
835,2000-06-01,2000,6,Jun,SH,0.36
836,2001-06-01,2001,6,Jun,SH,0.52
837,2002-06-01,2002,6,Jun,SH,0.38
838,2003-06-01,2003,6,Jun,SH,0.42
839,2004-06-01,2004,6,Jun,SH,0.4
840,2005-06-01,2005,6,Jun,SH,0.5
841,2006-06-01,2006,6,Jun,SH,0.5
842,2007-06-01,2007,6,Jun,SH,0.57
843,2008-06-01,2008,6,Jun,SH,0.36
844,2009-06-01,2009,6,Jun,SH,0.61
845,2010-06-01,2010,6,Jun,SH,0.52
846,2011-06-01,2011,6,Jun,SH,0.49
847,2012-06-01,2012,6,Jun,SH,0.35
848,2013-06-01,2013,6,Jun,SH,0.61
849,2014-06-01,2014,6,Jun,SH,0.53
850,2015-06-01,2015,6,Jun,SH,0.58
851,2016-06-01,2016,6,Jun,SH,0.5
852,2017-06-01,2017,6,Jun,SH,0.52
853,2018-06-01,2018,6,Jun,SH,0.68
854,2019-06-01,2019,6,Jun,SH,0.63
855,2020-06-01,2020,6,Jun,SH,0.71
856,2021-06-01,2021,6,Jun,SH,0.48
857,2022-06-01,2022,6,Jun,SH,0.72
858,1880-07-01,1880,7,Jul,SH,-0.16
859,1881-07-01,1881,7,Jul,SH,-0.07
860,1882-07-01,1882,7,Jul,SH,-0.04
861,1883-07-01,1883,7,Jul,SH,-0.08
862,1884-07-01,1884,7,Jul,SH,-0.21
863,1885-07-01,1885,7,Jul,SH,-0.33
864,1886-07-01,1886,7,Jul,SH,-0.21
865,1887-07-01,1887,7,Jul,SH,-0.26
866,1888-07-01,1888,7,Jul,SH,-0.2
867,1889-07-01,1889,7,Jul,SH,-0.06
868,1890-07-01,1890,7,Jul,SH,-0.32
869,1891-07-01,1891,7,Jul,SH,-0.23
870,1892-07-01,1892,7,Jul,SH,-0.25
871,1893-07-01,1893,7,Jul,SH,-0.14
872,1894-07-01,1894,7,Jul,SH,-0.26
873,1895-07-01,1895,7,Jul,SH,-0.14
874,1896-07-01,1896,7,Jul,SH,-0.04
875,1897-07-01,1897,7,Jul,SH,-0.07
876,1898-07-01,1898,7,Jul,SH,-0.32
877,1899-07-01,1899,7,Jul,SH,-0.15
878,1900-07-01,1900,7,Jul,SH,-0.12
879,1901-07-01,1901,7,Jul,SH,-0.28
880,1902-07-01,1902,7,Jul,SH,-0.22
881,1903-07-01,1903,7,Jul,SH,-0.27
882,1904-07-01,1904,7,Jul,SH,-0.41
883,1905-07-01,1905,7,Jul,SH,-0.29
884,1906-07-01,1906,7,Jul,SH,-0.18
885,1907-07-01,1907,7,Jul,SH,-0.29
886,1908-07-01,1908,7,Jul,SH,-0.34
887,1909-07-01,1909,7,Jul,SH,-0.44
888,1910-07-01,1910,7,Jul,SH,-0.3
889,1911-07-01,1911,7,Jul,SH,-0.45
890,1912-07-01,1912,7,Jul,SH,-0.31
891,1913-07-01,1913,7,Jul,SH,-0.19
892,1914-07-01,1914,7,Jul,SH,-0.12
893,1915-07-01,1915,7,Jul,SH,-0.13
894,1916-07-01,1916,7,Jul,SH,-0.4
895,1917-07-01,1917,7,Jul,SH,-0.18
896,1918-07-01,1918,7,Jul,SH,-0.28
897,1919-07-01,1919,7,Jul,SH,-0.25
898,1920-07-01,1920,7,Jul,SH,-0.33
899,1921-07-01,1921,7,Jul,SH,-0.25
900,1922-07-01,1922,7,Jul,SH,-0.27
901,1923-07-01,1923,7,Jul,SH,-0.32
902,1924-07-01,1924,7,Jul,SH,-0.34
903,1925-07-01,1925,7,Jul,SH,-0.26
904,1926-07-01,1926,7,Jul,SH,-0.33
905,1927-07-01,1927,7,Jul,SH,-0.29
906,1928-07-01,1928,7,Jul,SH,-0.28
907,1929-07-01,1929,7,Jul,SH,-0.37
908,1930-07-01,1930,7,Jul,SH,-0.36
909,1931-07-01,1931,7,Jul,SH,-0.13
910,1932-07-01,1932,7,Jul,SH,-0.33
911,1933-07-01,1933,7,Jul,SH,-0.29
912,1934-07-01,1934,7,Jul,SH,-0.17
913,1935-07-01,1935,7,Jul,SH,-0.38
914,1936-07-01,1936,7,Jul,SH,-0.28
915,1937-07-01,1937,7,Jul,SH,-0.2
916,1938-07-01,1938,7,Jul,SH,-0.18
917,1939-07-01,1939,7,Jul,SH,-0.15
918,1940-07-01,1940,7,Jul,SH,0.1
919,1941-07-01,1941,7,Jul,SH,0.21
920,1942-07-01,1942,7,Jul,SH,0.01
921,1943-07-01,1943,7,Jul,SH,0.18
922,1944-07-01,1944,7,Jul,SH,0.23
923,1945-07-01,1945,7,Jul,SH,0.02
924,1946-07-01,1946,7,Jul,SH,-0.21
925,1947-07-01,1947,7,Jul,SH,-0.05
926,1948-07-01,1948,7,Jul,SH,-0.23
927,1949-07-01,1949,7,Jul,SH,-0.15
928,1950-07-01,1950,7,Jul,SH,0.0
929,1951-07-01,1951,7,Jul,SH,-0.09
930,1952-07-01,1952,7,Jul,SH,-0.05
931,1953-07-01,1953,7,Jul,SH,-0.19
932,1954-07-01,1954,7,Jul,SH,-0.28
933,1955-07-01,1955,7,Jul,SH,-0.19
934,1956-07-01,1956,7,Jul,SH,0.0
935,1957-07-01,1957,7,Jul,SH,-0.06
936,1958-07-01,1958,7,Jul,SH,0.06
937,1959-07-01,1959,7,Jul,SH,0.02
938,1960-07-01,1960,7,Jul,SH,-0.16
939,1961-07-01,1961,7,Jul,SH,-0.04
940,1962-07-01,1962,7,Jul,SH,-0.06
941,1963-07-01,1963,7,Jul,SH,0.02
942,1964-07-01,1964,7,Jul,SH,0.04
943,1965-07-01,1965,7,Jul,SH,-0.08
944,1966-07-01,1966,7,Jul,SH,0.06
945,1967-07-01,1967,7,Jul,SH,-0.01
946,1968-07-01,1968,7,Jul,SH,-0.17
947,1969-07-01,1969,7,Jul,SH,-0.13
948,1970-07-01,1970,7,Jul,SH,0.07
949,1971-07-01,1971,7,Jul,SH,-0.03
950,1972-07-01,1972,7,Jul,SH,0.08
951,1973-07-01,1973,7,Jul,SH,0.22
952,1974-07-01,1974,7,Jul,SH,0.07
953,1975-07-01,1975,7,Jul,SH,0.05
954,1976-07-01,1976,7,Jul,SH,0.07
955,1977-07-01,1977,7,Jul,SH,0.32
956,1978-07-01,1978,7,Jul,SH,0.16
957,1979-07-01,1979,7,Jul,SH,0.03
958,1980-07-01,1980,7,Jul,SH,0.31
959,1981-07-01,1981,7,Jul,SH,0.54
960,1982-07-01,1982,7,Jul,SH,0.25
961,1983-07-01,1983,7,Jul,SH,0.18
962,1984-07-01,1984,7,Jul,SH,0.29
963,1985-07-01,1985,7,Jul,SH,0.15
964,1986-07-01,1986,7,Jul,SH,0.25
965,1987-07-01,1987,7,Jul,SH,0.56
966,1988-07-01,1988,7,Jul,SH,0.24
967,1989-07-01,1989,7,Jul,SH,0.36
968,1990-07-01,1990,7,Jul,SH,0.58
969,1991-07-01,1991,7,Jul,SH,0.52
970,1992-07-01,1992,7,Jul,SH,0.27
971,1993-07-01,1993,7,Jul,SH,0.38
972,1994-07-01,1994,7,Jul,SH,0.27
973,1995-07-01,1995,7,Jul,SH,0.54
974,1996-07-01,1996,7,Jul,SH,0.44
975,1997-07-01,1997,7,Jul,SH,0.27
976,1998-07-01,1998,7,Jul,SH,0.58
977,1999-07-01,1999,7,Jul,SH,0.41
978,2000-07-01,2000,7,Jul,SH,0.36
979,2001-07-01,2001,7,Jul,SH,0.55
980,2002-07-01,2002,7,Jul,SH,0.56
981,2003-07-01,2003,7,Jul,SH,0.48
982,2004-07-01,2004,7,Jul,SH,0.04
983,2005-07-01,2005,7,Jul,SH,0.48
984,2006-07-01,2006,7,Jul,SH,0.39
985,2007-07-01,2007,7,Jul,SH,0.54
986,2008-07-01,2008,7,Jul,SH,0.59
987,2009-07-01,2009,7,Jul,SH,0.79
988,2010-07-01,2010,7,Jul,SH,0.37
989,2011-07-01,2011,7,Jul,SH,0.68
990,2012-07-01,2012,7,Jul,SH,0.32
991,2013-07-01,2013,7,Jul,SH,0.5
992,2014-07-01,2014,7,Jul,SH,0.4
993,2015-07-01,2015,7,Jul,SH,0.55
994,2016-07-01,2016,7,Jul,SH,0.66
995,2017-07-01,2017,7,Jul,SH,0.67
996,2018-07-01,2018,7,Jul,SH,0.75
997,2019-07-01,2019,7,Jul,SH,0.85
998,2020-07-01,2020,7,Jul,SH,0.7
999,2021-07-01,2021,7,Jul,SH,0.77
1000,2022-07-01,2022,7,Jul,SH,0.81
1001,1880-08-01,1880,8,Aug,SH,0.07
1002,1881-08-01,1881,8,Aug,SH,-0.01
1003,1882-08-01,1882,8,Aug,SH,0.02
1004,1883-08-01,1883,8,Aug,SH,-0.05
1005,1884-08-01,1884,8,Aug,SH,-0.06
1006,1885-08-01,1885,8,Aug,SH,-0.22
1007,1886-08-01,1886,8,Aug,SH,-0.18
1008,1887-08-01,1887,8,Aug,SH,-0.16
1009,1888-08-01,1888,8,Aug,SH,-0.09
1010,1889-08-01,1889,8,Aug,SH,-0.19
1011,1890-08-01,1890,8,Aug,SH,-0.38
1012,1891-08-01,1891,8,Aug,SH,-0.22
1013,1892-08-01,1892,8,Aug,SH,-0.21
1014,1893-08-01,1893,8,Aug,SH,-0.17
1015,1894-08-01,1894,8,Aug,SH,-0.2
1016,1895-08-01,1895,8,Aug,SH,-0.06
1017,1896-08-01,1896,8,Aug,SH,0.01
1018,1897-08-01,1897,8,Aug,SH,-0.11
1019,1898-08-01,1898,8,Aug,SH,-0.36
1020,1899-08-01,1899,8,Aug,SH,-0.1
1021,1900-08-01,1900,8,Aug,SH,-0.07
1022,1901-08-01,1901,8,Aug,SH,-0.24
1023,1902-08-01,1902,8,Aug,SH,-0.3
1024,1903-08-01,1903,8,Aug,SH,-0.35
1025,1904-08-01,1904,8,Aug,SH,-0.42
1026,1905-08-01,1905,8,Aug,SH,-0.16
1027,1906-08-01,1906,8,Aug,SH,-0.22
1028,1907-08-01,1907,8,Aug,SH,-0.28
1029,1908-08-01,1908,8,Aug,SH,-0.34
1030,1909-08-01,1909,8,Aug,SH,-0.31
1031,1910-08-01,1910,8,Aug,SH,-0.32
1032,1911-08-01,1911,8,Aug,SH,-0.44
1033,1912-08-01,1912,8,Aug,SH,-0.29
1034,1913-08-01,1913,8,Aug,SH,-0.2
1035,1914-08-01,1914,8,Aug,SH,-0.04
1036,1915-08-01,1915,8,Aug,SH,-0.27
1037,1916-08-01,1916,8,Aug,SH,-0.2
1038,1917-08-01,1917,8,Aug,SH,-0.06
1039,1918-08-01,1918,8,Aug,SH,-0.26
1040,1919-08-01,1919,8,Aug,SH,-0.37
1041,1920-08-01,1920,8,Aug,SH,-0.2
1042,1921-08-01,1921,8,Aug,SH,-0.21
1043,1922-08-01,1922,8,Aug,SH,-0.29
1044,1923-08-01,1923,8,Aug,SH,-0.38
1045,1924-08-01,1924,8,Aug,SH,-0.45
1046,1925-08-01,1925,8,Aug,SH,-0.2
1047,1926-08-01,1926,8,Aug,SH,-0.19
1048,1927-08-01,1927,8,Aug,SH,-0.31
1049,1928-08-01,1928,8,Aug,SH,-0.26
1050,1929-08-01,1929,8,Aug,SH,-0.44
1051,1930-08-01,1930,8,Aug,SH,-0.29
1052,1931-08-01,1931,8,Aug,SH,-0.16
1053,1932-08-01,1932,8,Aug,SH,-0.34
1054,1933-08-01,1933,8,Aug,SH,-0.33
1055,1934-08-01,1934,8,Aug,SH,-0.15
1056,1935-08-01,1935,8,Aug,SH,-0.36
1057,1936-08-01,1936,8,Aug,SH,-0.28
1058,1937-08-01,1937,8,Aug,SH,-0.11
1059,1938-08-01,1938,8,Aug,SH,-0.2
1060,1939-08-01,1939,8,Aug,SH,-0.18
1061,1940-08-01,1940,8,Aug,SH,0.09
1062,1941-08-01,1941,8,Aug,SH,0.13
1063,1942-08-01,1942,8,Aug,SH,0.0
1064,1943-08-01,1943,8,Aug,SH,-0.08
1065,1944-08-01,1944,8,Aug,SH,0.22
1066,1945-08-01,1945,8,Aug,SH,0.24
1067,1946-08-01,1946,8,Aug,SH,-0.31
1068,1947-08-01,1947,8,Aug,SH,-0.1
1069,1948-08-01,1948,8,Aug,SH,-0.26
1070,1949-08-01,1949,8,Aug,SH,-0.21
1071,1950-08-01,1950,8,Aug,SH,-0.12
1072,1951-08-01,1951,8,Aug,SH,-0.1
1073,1952-08-01,1952,8,Aug,SH,0.02
1074,1953-08-01,1953,8,Aug,SH,-0.07
1075,1954-08-01,1954,8,Aug,SH,-0.34
1076,1955-08-01,1955,8,Aug,SH,-0.06
1077,1956-08-01,1956,8,Aug,SH,-0.24
1078,1957-08-01,1957,8,Aug,SH,0.14
1079,1958-08-01,1958,8,Aug,SH,-0.22
1080,1959-08-01,1959,8,Aug,SH,-0.11
1081,1960-08-01,1960,8,Aug,SH,-0.07
1082,1961-08-01,1961,8,Aug,SH,-0.04
1083,1962-08-01,1962,8,Aug,SH,-0.06
1084,1963-08-01,1963,8,Aug,SH,0.3
1085,1964-08-01,1964,8,Aug,SH,-0.21
1086,1965-08-01,1965,8,Aug,SH,0.12
1087,1966-08-01,1966,8,Aug,SH,-0.3
1088,1967-08-01,1967,8,Aug,SH,-0.05
1089,1968-08-01,1968,8,Aug,SH,-0.09
1090,1969-08-01,1969,8,Aug,SH,0.03
1091,1970-08-01,1970,8,Aug,SH,-0.15
1092,1971-08-01,1971,8,Aug,SH,0.13
1093,1972-08-01,1972,8,Aug,SH,0.4
1094,1973-08-01,1973,8,Aug,SH,0.08
1095,1974-08-01,1974,8,Aug,SH,0.31
1096,1975-08-01,1975,8,Aug,SH,-0.2
1097,1976-08-01,1976,8,Aug,SH,-0.03
1098,1977-08-01,1977,8,Aug,SH,0.33
1099,1978-08-01,1978,8,Aug,SH,-0.12
1100,1979-08-01,1979,8,Aug,SH,0.3
1101,1980-08-01,1980,8,Aug,SH,0.28
1102,1981-08-01,1981,8,Aug,SH,0.53
1103,1982-08-01,1982,8,Aug,SH,0.15
1104,1983-08-01,1983,8,Aug,SH,0.46
1105,1984-08-01,1984,8,Aug,SH,0.33
1106,1985-08-01,1985,8,Aug,SH,0.34
1107,1986-08-01,1986,8,Aug,SH,0.28
1108,1987-08-01,1987,8,Aug,SH,0.25
1109,1988-08-01,1988,8,Aug,SH,0.52
1110,1989-08-01,1989,8,Aug,SH,0.4
1111,1990-08-01,1990,8,Aug,SH,0.28
1112,1991-08-01,1991,8,Aug,SH,0.43
1113,1992-08-01,1992,8,Aug,SH,0.23
1114,1993-08-01,1993,8,Aug,SH,0.2
1115,1994-08-01,1994,8,Aug,SH,0.11
1116,1995-08-01,1995,8,Aug,SH,0.37
1117,1996-08-01,1996,8,Aug,SH,0.77
1118,1997-08-01,1997,8,Aug,SH,0.35
1119,1998-08-01,1998,8,Aug,SH,0.59
1120,1999-08-01,1999,8,Aug,SH,0.32
1121,2000-08-01,2000,8,Aug,SH,0.38
1122,2001-08-01,2001,8,Aug,SH,0.31
1123,2002-08-01,2002,8,Aug,SH,0.51
1124,2003-08-01,2003,8,Aug,SH,0.43
1125,2004-08-01,2004,8,Aug,SH,0.37
1126,2005-08-01,2005,8,Aug,SH,0.52
1127,2006-08-01,2006,8,Aug,SH,0.73
1128,2007-08-01,2007,8,Aug,SH,0.47
1129,2008-08-01,2008,8,Aug,SH,0.34
1130,2009-08-01,2009,8,Aug,SH,0.65
1131,2010-08-01,2010,8,Aug,SH,0.47
1132,2011-08-01,2011,8,Aug,SH,0.77
1133,2012-08-01,2012,8,Aug,SH,0.55
1134,2013-08-01,2013,8,Aug,SH,0.64
1135,2014-08-01,2014,8,Aug,SH,0.74
1136,2015-08-01,2015,8,Aug,SH,0.6
1137,2016-08-01,2016,8,Aug,SH,0.92
1138,2017-08-01,2017,8,Aug,SH,0.73
1139,2018-08-01,2018,8,Aug,SH,0.66
1140,2019-08-01,2019,8,Aug,SH,0.81
1141,2020-08-01,2020,8,Aug,SH,0.64
1142,2021-08-01,2021,8,Aug,SH,0.62
1143,2022-08-01,2022,8,Aug,SH,0.73
1144,1880-09-01,1880,9,Sep,SH,-0.04
1145,1881-09-01,1881,9,Sep,SH,-0.03
1146,1882-09-01,1882,9,Sep,SH,-0.04
1147,1883-09-01,1883,9,Sep,SH,-0.1
1148,1884-09-01,1884,9,Sep,SH,-0.11
1149,1885-09-01,1885,9,Sep,SH,-0.19
1150,1886-09-01,1886,9,Sep,SH,-0.14
1151,1887-09-01,1887,9,Sep,SH,-0.29
1152,1888-09-01,1888,9,Sep,SH,-0.04
1153,1889-09-01,1889,9,Sep,SH,-0.17
1154,1890-09-01,1890,9,Sep,SH,-0.38
1155,1891-09-01,1891,9,Sep,SH,-0.23
1156,1892-09-01,1892,9,Sep,SH,-0.13
1157,1893-09-01,1893,9,Sep,SH,-0.16
1158,1894-09-01,1894,9,Sep,SH,-0.22
1159,1895-09-01,1895,9,Sep,SH,-0.18
1160,1896-09-01,1896,9,Sep,SH,-0.01
1161,1897-09-01,1897,9,Sep,SH,-0.1
1162,1898-09-01,1898,9,Sep,SH,-0.25
1163,1899-09-01,1899,9,Sep,SH,-0.04
1164,1900-09-01,1900,9,Sep,SH,-0.06
1165,1901-09-01,1901,9,Sep,SH,-0.17
1166,1902-09-01,1902,9,Sep,SH,-0.23
1167,1903-09-01,1903,9,Sep,SH,-0.5
1168,1904-09-01,1904,9,Sep,SH,-0.47
1169,1905-09-01,1905,9,Sep,SH,-0.16
